nm_municipio	ds_cargo	nm_candidato	sg_partido	ds_composicao_coligacao	ds_sit_tot_turno	qt_votos_nom_validos
ALVARÃES	Deputado Federal	ADAIL JOSÉ FIGUEIREDO PINHEIRO	REPUBLICANOS	REPUBLICANOS	Eleito por média	825
ALVARÃES	Deputado Federal	SILAS CÂMARA	REPUBLICANOS	REPUBLICANOS	Eleito por QP	942
ALVARÃES	Deputado Federal	AUGUSTO CESAR PAULA DE ANDRADE	REPUBLICANOS	REPUBLICANOS	Suplente	0
ALVARÃES	Deputado Federal	EDSON CARLOS DE DEUS CASTILHO	REPUBLICANOS	REPUBLICANOS	Não eleito	0
ALVARÃES	Deputado Federal	RODRIGO GUEDES OLIVEIRA DE ARAUJO	REPUBLICANOS	REPUBLICANOS	Suplente	13
ALVARÃES	Deputado Federal	JOÃO CARLOS DOS SANTOS MELLO	REPUBLICANOS	REPUBLICANOS	Suplente	268
ALVARÃES	Deputado Federal	MARIA MIRTES SALES DE OLIVEIRA	REPUBLICANOS	REPUBLICANOS	Suplente	0
ALVARÃES	Deputado Federal	RAIMUNDA NONATA DE MELO MARTINS	REPUBLICANOS	REPUBLICANOS	Suplente	4
ALVARÃES	Deputado Federal	NICIA ANDREA MOTA MEDEIROS	REPUBLICANOS	REPUBLICANOS	Suplente	0
ALVARÃES	Deputado Federal	ALAN KARDECK PEREIRA AMAZONAS	PDT	PDT	Não eleito	2
ALVARÃES	Deputado Federal	PAULO HENRIQUE DA PAIXÃO E SILVA JUNIOR	PDT	PDT	Não eleito	0
ALVARÃES	Deputado Federal	WANESSA SIMÕES PACHECO	PDT	PDT	Não eleito	3
ALVARÃES	Deputado Federal	ISMAEL FRANKLIN GONÇALVES	PDT	PDT	Não eleito	0
ALVARÃES	Deputado Federal	MARIO RUBENS MACEDO VIANNA	PDT	PDT	Não eleito	1
ALVARÃES	Deputado Federal	CHRISTIANI MARIA MENDES BARROS	PDT	PDT	Não eleito	1
ALVARÃES	Deputado Federal	PEDRINHA LASMAR CRUZ	PDT	PDT	Não eleito	1
ALVARÃES	Deputado Federal	GELSON DO NASCIMENTO ALBUQUERQUE	PDT	PDT	Não eleito	1
ALVARÃES	Deputado Federal	ERNANDO FIGUEIRA SANTANA FILHO	PDT	PDT	Não eleito	1
ALVARÃES	Deputado Federal	JOSÉ RICARDO WENDLING	PT	PT / PV / PC do B	Não eleito	105
ALVARÃES	Deputado Federal	MARIA FRANCELIZIA DA SILVA	PT	PT / PV / PC do B	Não eleito	0
ALVARÃES	Deputado Federal	CÍCERO CUSTÓDIO DA SILVA	PT	PT / PV / PC do B	Não eleito	3
ALVARÃES	Deputado Federal	EDJANE RODRIGUES DA SILVA	PT	PT / PV / PC do B	Não eleito	58
ALVARÃES	Deputado Federal	LUIZ DE SOUZA BORGES NETO	PT	PT / PV / PC do B	Não eleito	2
ALVARÃES	Deputado Federal	HELADE MAUÉS GONÇALVES	PTB	PTB	Não eleito	0
ALVARÃES	Deputado Federal	ALCIDES CORDOVIL DE ASSIS	PTB	PTB	Não eleito	0
ALVARÃES	Deputado Federal	ANTONIO SIDNEY SILVA DA COSTA	PTB	PTB	Não eleito	0
ALVARÃES	Deputado Federal	NAZILDO DOS REIS OLIVEIRA	PTB	PTB	Não eleito	0
ALVARÃES	Deputado Federal	MARIA FLAVIANE CASTRO BRAGA	PTB	PTB	Não eleito	0
ALVARÃES	Deputado Federal	EDMILSON AGUIAR DE SOUZA	PTB	PTB	Não eleito	0
ALVARÃES	Deputado Federal	NELSON RAIMUNDO DE OLIVEIRA AZEDO	MDB	MDB	Não eleito	0
ALVARÃES	Deputado Federal	MÁRCIA AUXILIADORA CARDOSO BARANDA	MDB	MDB	Não eleito	0
ALVARÃES	Deputado Federal	ELI COSTA DE SOUZA	MDB	MDB	Não eleito	0
ALVARÃES	Deputado Federal	VIVIANE PEREIRA DA SILVA LAGO LIMA	MDB	MDB	Não eleito	1
ALVARÃES	Deputado Federal	ANTÔNIA SOCORRO DANTAS DA SILVA	MDB	MDB	Não eleito	5
ALVARÃES	Deputado Federal	FRANCIDALVA DE MORAIS MACHADO	MDB	MDB	Não eleito	2
ALVARÃES	Deputado Federal	MARIA ELIZABETH DOS SANTOS OLIVEIRA	MDB	MDB	Não eleito	0
ALVARÃES	Deputado Federal	CÉSAR AUGUSTO OLIVEIRA DA FONSECA	MDB	MDB	Não eleito	0
ALVARÃES	Deputado Federal	GINA MARIA REIS GONZALEZ	MDB	MDB	Não eleito	0
ALVARÃES	Deputado Federal	GEORGE GOMES DE OLIVEIRA	REDE	REDE / PSOL	Não eleito	0
ALVARÃES	Deputado Federal	BRUNO FARIAS DA LUZ	REDE	REDE / PSOL	Não eleito	0
ALVARÃES	Deputado Federal	VANDERLECIA ORTEGA DOS SANTOS	REDE	REDE / PSOL	Não eleito	27
ALVARÃES	Deputado Federal	JEFFERSON PRAIA BEZERRA	REDE	REDE / PSOL	Não eleito	0
ALVARÃES	Deputado Federal	ELISANGELA DE OLIVEIRA BRUNNO	REDE	REDE / PSOL	Não eleito	0
ALVARÃES	Deputado Federal	JERSON ARANHA DE OLIVEIRA JUNIOR	REDE	REDE / PSOL	Não eleito	2
ALVARÃES	Deputado Federal	MARIA PEREIRA DANTAS	PODE	PODE	Não eleito	0
ALVARÃES	Deputado Federal	SÓSTENES ADIEL PEREIRA BATISTA	PSC	PSC	Não eleito	8
ALVARÃES	Deputado Federal	JOÃO BATISTA DA COSTA PAULA	PSC	PSC	Não eleito	0
ALVARÃES	Deputado Federal	ADEMIR ROCHA DOS SANTOS	PSC	PSC	Não eleito	0
ALVARÃES	Deputado Federal	CASTOR SEGUNDO DE MEDEIROS REGALADO REGIS	PSC	PSC	Não eleito	0
ALVARÃES	Deputado Federal	GELMA MARIA SANTOS SILVA	PSC	PSC	Não eleito	0
ALVARÃES	Deputado Federal	JUCELINO VIEIRA DO NASCIMENTO	PSC	PSC	Não eleito	1
ALVARÃES	Deputado Federal	ALUIZIO BARBOSA DE SOUZA	PSC	PSC	Não eleito	0
ALVARÃES	Deputado Federal	IZABEL SANTARÉM BARROSO	PSC	PSC	Não eleito	1
ALVARÃES	Deputado Federal	CIRLEY MENDONÇA BOTÊLHO	PSC	PSC	Não eleito	0
ALVARÃES	Deputado Federal	JOELE SILVA DA CRUZ	PL	PL	Suplente	2
ALVARÃES	Deputado Federal	ALBERTO BARROS CAVALCANTE NETO	PL	PL	Eleito por média	88
ALVARÃES	Deputado Federal	JOSE NILMAR ALVES DE OLIVEIRA	PL	PL	Suplente	2
ALVARÃES	Deputado Federal	ALFREDO PEREIRA DO NASCIMENTO	PL	PL	Suplente	404
ALVARÃES	Deputado Federal	RAFAEL AMARAL DA COSTA E SILVA	PL	PL	Suplente	0
ALVARÃES	Deputado Federal	RODRIGO DE SÁ BARBOSA	PL	PL	Suplente	2
ALVARÃES	Deputado Federal	MARIA JOSEFA DE ASSIS ALVES	PL	PL	Suplente	0
ALVARÃES	Deputado Federal	VANILDA DE OLIVEIRA GUIMARÃES	PL	PL	Suplente	0
ALVARÃES	Deputado Federal	ALFREDO JACAUNA PINHEIRO FILHO	PL	PL	Suplente	3
ALVARÃES	Deputado Federal	JOSETE COSTA DOS SANTOS	CIDADANIA	CIDADANIA / PSDB	Suplente	0
ALVARÃES	Deputado Federal	AMOM MANDEL LINS FILHO	CIDADANIA	CIDADANIA / PSDB	Eleito por QP	59
ALVARÃES	Deputado Federal	MARILENA MONICA PEREZ SAID	CIDADANIA	CIDADANIA / PSDB	Suplente	0
ALVARÃES	Deputado Federal	RAYMISON MONTEIRO DE SOUZA	CIDADANIA	CIDADANIA / PSDB	Suplente	8
ALVARÃES	Deputado Federal	ISRAEL ALEXANDRE MUNIZ PAULAIN	CIDADANIA	CIDADANIA / PSDB	Suplente	3
ALVARÃES	Deputado Federal	CIMARA ALENCAR CAVALCANTE	DC	DC	Não eleito	0
ALVARÃES	Deputado Federal	RENATO MENDONÇA DE ALENCAR	DC	DC	Não eleito	0
ALVARÃES	Deputado Federal	CICERO JOSE DE LIMA ALENCAR	DC	DC	Não eleito	0
ALVARÃES	Deputado Federal	JEFFERSON ALVES DE LIMA	DC	DC	Não eleito	0
ALVARÃES	Deputado Federal	CELSO CORSINO DA SILVA	DC	DC	Não eleito	1
ALVARÃES	Deputado Federal	JOÃO PAULO ANDRADE DE QUEIROZ	NOVO	NOVO	Não eleito	0
ALVARÃES	Deputado Federal	MARILENE ALVES DE OLIVEIRA	PMN	PMN	Não eleito	0
ALVARÃES	Deputado Federal	PETER SCHMIDT	PMN	PMN	Não eleito	4
ALVARÃES	Deputado Federal	JOSE LUIZ VIANA BENEVIDES	PMN	PMN	Não eleito	0
ALVARÃES	Deputado Federal	SEVERINO GERMANO DA SILVA	PMN	PMN	Não eleito	0
ALVARÃES	Deputado Federal	TATIANE SANTOS DE OLIVEIRA	PMN	PMN	Não eleito	0
ALVARÃES	Deputado Federal	MARIO FERNANDO NOGUEIRA CARDOSO	PMN	PMN	Não eleito	0
ALVARÃES	Deputado Federal	ALEXANDER CHEREM DE MELLO	PMN	PMN	Não eleito	0
ALVARÃES	Deputado Federal	PERICLES DE SOUZA ARAUJO	PMN	PMN	Não eleito	0
ALVARÃES	Deputado Federal	ESTER LEMOS DOS SANTOS	PMN	PMN	Não eleito	0
ALVARÃES	Deputado Federal	EDSON DO NASCIMENTO PEREIRA	AGIR	AGIR	Não eleito	0
ALVARÃES	Deputado Federal	JONIA MUNIZ DA SILVA	AGIR	AGIR	Não eleito	7
ALVARÃES	Deputado Federal	SILVIO JOSÉ CINTRA MAIA	AGIR	AGIR	Não eleito	0
ALVARÃES	Deputado Federal	GILMAR DA SILVA RIBEIRO	AGIR	AGIR	Não eleito	0
ALVARÃES	Deputado Federal	MARCOS OLIVEIRA GAZEL	AGIR	AGIR	Não eleito	0
ALVARÃES	Deputado Federal	ANTÔNIO ERIVELTON FERNANDES DA SILVA	AGIR	AGIR	Não eleito	0
ALVARÃES	Deputado Federal	FÁTIMA VITÓRIA DE JESUS SPENER XAVIER	AGIR	AGIR	Não eleito	0
ALVARÃES	Deputado Federal	ALDAMIR DA COSTA SOUZA	PSB	PSB	Não eleito	0
ALVARÃES	Deputado Federal	IÊDA SANTOS CARDOSO	PSB	PSB	Não eleito	1
ALVARÃES	Deputado Federal	ROSIMEIRE DA CONCEICAO ANJOS	PV	PT / PV / PC do B	Não eleito	0
ALVARÃES	Deputado Federal	JOSE ADALBERTO DA SILVA	PV	PT / PV / PC do B	Não eleito	36
ALVARÃES	Deputado Federal	EMÍLIA FERRAZ DE CARVALHO	UNIÃO	UNIÃO	Suplente	1
ALVARÃES	Deputado Federal	DIEGO ROBERTO AFONSO	UNIÃO	UNIÃO	Suplente	0
ALVARÃES	Deputado Federal	PABLO OLIVA SOUZA	UNIÃO	UNIÃO	Suplente	123
ALVARÃES	Deputado Federal	LEDA MARIA MAIA XAVIER	UNIÃO	UNIÃO	Suplente	7
ALVARÃES	Deputado Federal	PAUDERNEY TOMAZ AVELINO	UNIÃO	UNIÃO	Suplente	209
ALVARÃES	Deputado Federal	SAULLO VELAME VIANNA	UNIÃO	UNIÃO	Eleito por QP	116
ALVARÃES	Deputado Federal	LOUISMAR DE MATOS BONATES	UNIÃO	UNIÃO	Suplente	7
ALVARÃES	Deputado Federal	FAUSTO VIEIRA DOS SANTOS JÚNIOR	UNIÃO	UNIÃO	Eleito por média	158
ALVARÃES	Deputado Federal	ANÁ CAMPOS GUIMARÃES	UNIÃO	UNIÃO	Suplente	2
ALVARÃES	Deputado Federal	EMIDIO NIRO KOHASHI	PSDB	CIDADANIA / PSDB	Suplente	0
ALVARÃES	Deputado Federal	ELEOMEA MARIA BARROSO VIEIRA	PSDB	CIDADANIA / PSDB	Suplente	2
ALVARÃES	Deputado Federal	SUELANIA CRISTINA GONZAGA DE FIGUEIREDO	PSDB	CIDADANIA / PSDB	Suplente	0
ALVARÃES	Deputado Federal	FRANCISCO VIRGILIO MELO DA SILVA	PSDB	CIDADANIA / PSDB	Suplente	1
ALVARÃES	Deputado Federal	EVALCILENE COSTA DOS SANTOS	PSOL	REDE / PSOL	Não eleito	0
ALVARÃES	Deputado Federal	JOSÉ LUIZ DA SILVA VASQUES	PSOL	REDE / PSOL	Não eleito	17
ALVARÃES	Deputado Federal	WELTON YUDI ODA	PSOL	REDE / PSOL	Não eleito	19
ALVARÃES	Deputado Federal	CARLOS CRISTIANO FELIX	PATRIOTA	PATRIOTA	Não eleito	4
ALVARÃES	Deputado Federal	NOÉ MARTINS DA SILVA	PATRIOTA	PATRIOTA	Não eleito	0
ALVARÃES	Deputado Federal	TANIA MARA FERREIRA DA COSTA	PATRIOTA	PATRIOTA	Não eleito	31
ALVARÃES	Deputado Federal	TIAGO DO VALE FALCÃO	PATRIOTA	PATRIOTA	Não eleito	9
ALVARÃES	Deputado Federal	SIRRAME MAQUINÉ DE SÁ	PATRIOTA	PATRIOTA	Não eleito	0
ALVARÃES	Deputado Federal	DENNYSON RAMOS MOREIRA	PATRIOTA	PATRIOTA	Não eleito	0
ALVARÃES	Deputado Federal	INALDO CRUZ PLACIDO	PATRIOTA	PATRIOTA	Não eleito	0
ALVARÃES	Deputado Federal	FABIANA ZAPPIA DE AZEVEDO FROTA ARAGÃO	PATRIOTA	PATRIOTA	Não eleito	0
ALVARÃES	Deputado Federal	TANIA MARIA MUSSA	PATRIOTA	PATRIOTA	Não eleito	0
ALVARÃES	Deputado Federal	MARCELO RAMOS RODRIGUES	PSD	PSD	Suplente	141
ALVARÃES	Deputado Federal	ANDREIA MARA ANDRADE PESSOA	PSD	PSD	Suplente	0
ALVARÃES	Deputado Federal	ATILA SIDNEY LINS DE ALBUQUERQUE	PSD	PSD	Eleito por QP	141
ALVARÃES	Deputado Federal	GILVANDRO MOTA DA SILVA	PSD	PSD	Não eleito	0
ALVARÃES	Deputado Federal	SIDNEY RICARDO DE OLIVEIRA LEITE	PSD	PSD	Eleito por média	4193
ALVARÃES	Deputado Federal	ORSINE RUFINO DE OLIVEIRA JUNIOR	PSD	PSD	Suplente	23
ALVARÃES	Deputado Federal	CRISTIANE SOUZA DOS ANJOS	PSD	PSD	Suplente	10
ALVARÃES	Deputado Federal	DÉBORA CRISTINA PEREIRA MAFRA	PSD	PSD	Suplente	0
ALVARÃES	Deputado Federal	GIVANCIR DE OLIVEIRA SILVA	PSD	PSD	Não eleito	0
ALVARÃES	Deputado Federal	VANESSA GRAZZIOTIN	PC do B	PT / PV / PC do B	Não eleito	30
ALVARÃES	Deputado Federal	DELCINEI DE OLIVEIRA ALVES	PC do B	PT / PV / PC do B	Não eleito	0
ALVARÃES	Deputado Federal	LISSANDRO BREVAL SANTIAGO	AVANTE	AVANTE	Não eleito	48
ALVARÃES	Deputado Federal	LILIANE ARAUJO DE ALMEIDA	AVANTE	AVANTE	Não eleito	0
ALVARÃES	Deputado Federal	CRISTINA LÚCIA FERREIRA PAIVA	AVANTE	AVANTE	Não eleito	1
ALVARÃES	Deputado Federal	KATIANE GAMA FEITOZA	AVANTE	AVANTE	Não eleito	10
ALVARÃES	Deputado Federal	MARCEL ALEXANDRE DA SILVA	AVANTE	AVANTE	Não eleito	36
ALVARÃES	Deputado Federal	MARCELO AUGUSTO DA EIRA CORRÊA	AVANTE	AVANTE	Não eleito	0
ALVARÃES	Deputado Federal	HISSA NAGIB ABRAHÃO FILHO	AVANTE	AVANTE	Não eleito	0
ALVARÃES	Deputado Federal	DAVID VALENTE REIS	AVANTE	AVANTE	Não eleito	10
ALVARÃES	Deputado Federal	MARCIO PAIXÃO RIBEIRO	AVANTE	AVANTE	Não eleito	1
ALVARÃES	Deputado Federal	APPIO DA SILVA TOLENTINO	SOLIDARIEDADE	SOLIDARIEDADE	Não eleito	0
ALVARÃES	Deputado Federal	ROSENILDO QUEIROZ DA SILVA	SOLIDARIEDADE	SOLIDARIEDADE	Não eleito	36
ALVARÃES	Deputado Federal	KEYLLA MARIA DE OLIVEIRA MARINHO	SOLIDARIEDADE	SOLIDARIEDADE	Não eleito	0
ALVARÃES	Deputado Federal	CLEIA FATIMA ASSUNÇÃO REBELO	SOLIDARIEDADE	SOLIDARIEDADE	Não eleito	0
ALVARÃES	Deputado Federal	JOÃO FRANCISCO DE MIRANDA SOARES	SOLIDARIEDADE	SOLIDARIEDADE	Não eleito	0
ALVARÃES	Deputado Federal	ANTÔNIO CARLOS SANTOS SILVA	PROS	PROS	Não eleito	0
ALVARÃES	Deputado Federal	ELISON NUNES DE SOUZA	PROS	PROS	Não eleito	0
ALVARÃES	Deputado Federal	DARLAM MELO DOS SANTOS	PROS	PROS	Não eleito	0
ALVARÃES	Deputado Federal	LUCIANO DE FARIAS	PROS	PROS	Não eleito	0
ALVARÃES	Deputado Federal	ADRIANA MOURA DE MENDONÇA	PROS	PROS	Não eleito	0
AMATURÁ	Deputado Federal	ADAIL JOSÉ FIGUEIREDO PINHEIRO	REPUBLICANOS	REPUBLICANOS	Eleito por média	1183
AMATURÁ	Deputado Federal	SILAS CÂMARA	REPUBLICANOS	REPUBLICANOS	Eleito por QP	453
AMATURÁ	Deputado Federal	AUGUSTO CESAR PAULA DE ANDRADE	REPUBLICANOS	REPUBLICANOS	Suplente	3
AMATURÁ	Deputado Federal	EDSON CARLOS DE DEUS CASTILHO	REPUBLICANOS	REPUBLICANOS	Não eleito	0
AMATURÁ	Deputado Federal	RODRIGO GUEDES OLIVEIRA DE ARAUJO	REPUBLICANOS	REPUBLICANOS	Suplente	1
AMATURÁ	Deputado Federal	JOÃO CARLOS DOS SANTOS MELLO	REPUBLICANOS	REPUBLICANOS	Suplente	10
AMATURÁ	Deputado Federal	MARIA MIRTES SALES DE OLIVEIRA	REPUBLICANOS	REPUBLICANOS	Suplente	0
AMATURÁ	Deputado Federal	RAIMUNDA NONATA DE MELO MARTINS	REPUBLICANOS	REPUBLICANOS	Suplente	0
AMATURÁ	Deputado Federal	NICIA ANDREA MOTA MEDEIROS	REPUBLICANOS	REPUBLICANOS	Suplente	0
AMATURÁ	Deputado Federal	ALAN KARDECK PEREIRA AMAZONAS	PDT	PDT	Não eleito	0
AMATURÁ	Deputado Federal	PAULO HENRIQUE DA PAIXÃO E SILVA JUNIOR	PDT	PDT	Não eleito	0
AMATURÁ	Deputado Federal	WANESSA SIMÕES PACHECO	PDT	PDT	Não eleito	0
AMATURÁ	Deputado Federal	ISMAEL FRANKLIN GONÇALVES	PDT	PDT	Não eleito	0
AMATURÁ	Deputado Federal	MARIO RUBENS MACEDO VIANNA	PDT	PDT	Não eleito	4
AMATURÁ	Deputado Federal	CHRISTIANI MARIA MENDES BARROS	PDT	PDT	Não eleito	1
AMATURÁ	Deputado Federal	PEDRINHA LASMAR CRUZ	PDT	PDT	Não eleito	1
AMATURÁ	Deputado Federal	GELSON DO NASCIMENTO ALBUQUERQUE	PDT	PDT	Não eleito	0
AMATURÁ	Deputado Federal	ERNANDO FIGUEIRA SANTANA FILHO	PDT	PDT	Não eleito	1
AMATURÁ	Deputado Federal	JOSÉ RICARDO WENDLING	PT	PT / PV / PC do B	Não eleito	60
AMATURÁ	Deputado Federal	MARIA FRANCELIZIA DA SILVA	PT	PT / PV / PC do B	Não eleito	1
AMATURÁ	Deputado Federal	CÍCERO CUSTÓDIO DA SILVA	PT	PT / PV / PC do B	Não eleito	0
AMATURÁ	Deputado Federal	EDJANE RODRIGUES DA SILVA	PT	PT / PV / PC do B	Não eleito	12
AMATURÁ	Deputado Federal	LUIZ DE SOUZA BORGES NETO	PT	PT / PV / PC do B	Não eleito	28
AMATURÁ	Deputado Federal	HELADE MAUÉS GONÇALVES	PTB	PTB	Não eleito	0
AMATURÁ	Deputado Federal	ALCIDES CORDOVIL DE ASSIS	PTB	PTB	Não eleito	0
AMATURÁ	Deputado Federal	ANTONIO SIDNEY SILVA DA COSTA	PTB	PTB	Não eleito	0
AMATURÁ	Deputado Federal	NAZILDO DOS REIS OLIVEIRA	PTB	PTB	Não eleito	0
AMATURÁ	Deputado Federal	MARIA FLAVIANE CASTRO BRAGA	PTB	PTB	Não eleito	0
AMATURÁ	Deputado Federal	EDMILSON AGUIAR DE SOUZA	PTB	PTB	Não eleito	0
AMATURÁ	Deputado Federal	NELSON RAIMUNDO DE OLIVEIRA AZEDO	MDB	MDB	Não eleito	0
AMATURÁ	Deputado Federal	MÁRCIA AUXILIADORA CARDOSO BARANDA	MDB	MDB	Não eleito	0
AMATURÁ	Deputado Federal	ELI COSTA DE SOUZA	MDB	MDB	Não eleito	2
AMATURÁ	Deputado Federal	VIVIANE PEREIRA DA SILVA LAGO LIMA	MDB	MDB	Não eleito	0
AMATURÁ	Deputado Federal	ANTÔNIA SOCORRO DANTAS DA SILVA	MDB	MDB	Não eleito	1
AMATURÁ	Deputado Federal	FRANCIDALVA DE MORAIS MACHADO	MDB	MDB	Não eleito	0
AMATURÁ	Deputado Federal	MARIA ELIZABETH DOS SANTOS OLIVEIRA	MDB	MDB	Não eleito	0
AMATURÁ	Deputado Federal	CÉSAR AUGUSTO OLIVEIRA DA FONSECA	MDB	MDB	Não eleito	1
AMATURÁ	Deputado Federal	GINA MARIA REIS GONZALEZ	MDB	MDB	Não eleito	0
AMATURÁ	Deputado Federal	GEORGE GOMES DE OLIVEIRA	REDE	REDE / PSOL	Não eleito	0
AMATURÁ	Deputado Federal	BRUNO FARIAS DA LUZ	REDE	REDE / PSOL	Não eleito	0
AMATURÁ	Deputado Federal	VANDERLECIA ORTEGA DOS SANTOS	REDE	REDE / PSOL	Não eleito	502
AMATURÁ	Deputado Federal	JEFFERSON PRAIA BEZERRA	REDE	REDE / PSOL	Não eleito	0
AMATURÁ	Deputado Federal	ELISANGELA DE OLIVEIRA BRUNNO	REDE	REDE / PSOL	Não eleito	0
AMATURÁ	Deputado Federal	JERSON ARANHA DE OLIVEIRA JUNIOR	REDE	REDE / PSOL	Não eleito	0
AMATURÁ	Deputado Federal	MARIA PEREIRA DANTAS	PODE	PODE	Não eleito	0
AMATURÁ	Deputado Federal	SÓSTENES ADIEL PEREIRA BATISTA	PSC	PSC	Não eleito	1
AMATURÁ	Deputado Federal	JOÃO BATISTA DA COSTA PAULA	PSC	PSC	Não eleito	0
AMATURÁ	Deputado Federal	ADEMIR ROCHA DOS SANTOS	PSC	PSC	Não eleito	0
AMATURÁ	Deputado Federal	CASTOR SEGUNDO DE MEDEIROS REGALADO REGIS	PSC	PSC	Não eleito	0
AMATURÁ	Deputado Federal	GELMA MARIA SANTOS SILVA	PSC	PSC	Não eleito	1
AMATURÁ	Deputado Federal	JUCELINO VIEIRA DO NASCIMENTO	PSC	PSC	Não eleito	0
AMATURÁ	Deputado Federal	ALUIZIO BARBOSA DE SOUZA	PSC	PSC	Não eleito	0
AMATURÁ	Deputado Federal	IZABEL SANTARÉM BARROSO	PSC	PSC	Não eleito	0
AMATURÁ	Deputado Federal	CIRLEY MENDONÇA BOTÊLHO	PSC	PSC	Não eleito	0
AMATURÁ	Deputado Federal	JOELE SILVA DA CRUZ	PL	PL	Suplente	0
AMATURÁ	Deputado Federal	ALBERTO BARROS CAVALCANTE NETO	PL	PL	Eleito por média	42
AMATURÁ	Deputado Federal	JOSE NILMAR ALVES DE OLIVEIRA	PL	PL	Suplente	0
AMATURÁ	Deputado Federal	ALFREDO PEREIRA DO NASCIMENTO	PL	PL	Suplente	854
AMATURÁ	Deputado Federal	RAFAEL AMARAL DA COSTA E SILVA	PL	PL	Suplente	7
AMATURÁ	Deputado Federal	RODRIGO DE SÁ BARBOSA	PL	PL	Suplente	0
AMATURÁ	Deputado Federal	MARIA JOSEFA DE ASSIS ALVES	PL	PL	Suplente	0
AMATURÁ	Deputado Federal	VANILDA DE OLIVEIRA GUIMARÃES	PL	PL	Suplente	0
AMATURÁ	Deputado Federal	ALFREDO JACAUNA PINHEIRO FILHO	PL	PL	Suplente	1
AMATURÁ	Deputado Federal	JOSETE COSTA DOS SANTOS	CIDADANIA	CIDADANIA / PSDB	Suplente	0
AMATURÁ	Deputado Federal	AMOM MANDEL LINS FILHO	CIDADANIA	CIDADANIA / PSDB	Eleito por QP	27
AMATURÁ	Deputado Federal	MARILENA MONICA PEREZ SAID	CIDADANIA	CIDADANIA / PSDB	Suplente	0
AMATURÁ	Deputado Federal	RAYMISON MONTEIRO DE SOUZA	CIDADANIA	CIDADANIA / PSDB	Suplente	0
AMATURÁ	Deputado Federal	ISRAEL ALEXANDRE MUNIZ PAULAIN	CIDADANIA	CIDADANIA / PSDB	Suplente	0
AMATURÁ	Deputado Federal	CIMARA ALENCAR CAVALCANTE	DC	DC	Não eleito	0
AMATURÁ	Deputado Federal	RENATO MENDONÇA DE ALENCAR	DC	DC	Não eleito	0
AMATURÁ	Deputado Federal	CICERO JOSE DE LIMA ALENCAR	DC	DC	Não eleito	0
AMATURÁ	Deputado Federal	JEFFERSON ALVES DE LIMA	DC	DC	Não eleito	0
AMATURÁ	Deputado Federal	CELSO CORSINO DA SILVA	DC	DC	Não eleito	2
AMATURÁ	Deputado Federal	JOÃO PAULO ANDRADE DE QUEIROZ	NOVO	NOVO	Não eleito	0
AMATURÁ	Deputado Federal	MARILENE ALVES DE OLIVEIRA	PMN	PMN	Não eleito	0
AMATURÁ	Deputado Federal	PETER SCHMIDT	PMN	PMN	Não eleito	1
AMATURÁ	Deputado Federal	JOSE LUIZ VIANA BENEVIDES	PMN	PMN	Não eleito	0
AMATURÁ	Deputado Federal	SEVERINO GERMANO DA SILVA	PMN	PMN	Não eleito	1
AMATURÁ	Deputado Federal	TATIANE SANTOS DE OLIVEIRA	PMN	PMN	Não eleito	0
AMATURÁ	Deputado Federal	MARIO FERNANDO NOGUEIRA CARDOSO	PMN	PMN	Não eleito	0
AMATURÁ	Deputado Federal	ALEXANDER CHEREM DE MELLO	PMN	PMN	Não eleito	0
AMATURÁ	Deputado Federal	PERICLES DE SOUZA ARAUJO	PMN	PMN	Não eleito	1
AMATURÁ	Deputado Federal	ESTER LEMOS DOS SANTOS	PMN	PMN	Não eleito	0
AMATURÁ	Deputado Federal	EDSON DO NASCIMENTO PEREIRA	AGIR	AGIR	Não eleito	0
AMATURÁ	Deputado Federal	JONIA MUNIZ DA SILVA	AGIR	AGIR	Não eleito	0
AMATURÁ	Deputado Federal	SILVIO JOSÉ CINTRA MAIA	AGIR	AGIR	Não eleito	0
AMATURÁ	Deputado Federal	GILMAR DA SILVA RIBEIRO	AGIR	AGIR	Não eleito	0
AMATURÁ	Deputado Federal	MARCOS OLIVEIRA GAZEL	AGIR	AGIR	Não eleito	0
AMATURÁ	Deputado Federal	ANTÔNIO ERIVELTON FERNANDES DA SILVA	AGIR	AGIR	Não eleito	0
AMATURÁ	Deputado Federal	FÁTIMA VITÓRIA DE JESUS SPENER XAVIER	AGIR	AGIR	Não eleito	0
AMATURÁ	Deputado Federal	ALDAMIR DA COSTA SOUZA	PSB	PSB	Não eleito	0
AMATURÁ	Deputado Federal	IÊDA SANTOS CARDOSO	PSB	PSB	Não eleito	0
AMATURÁ	Deputado Federal	ROSIMEIRE DA CONCEICAO ANJOS	PV	PT / PV / PC do B	Não eleito	0
AMATURÁ	Deputado Federal	JOSE ADALBERTO DA SILVA	PV	PT / PV / PC do B	Não eleito	0
AMATURÁ	Deputado Federal	EMÍLIA FERRAZ DE CARVALHO	UNIÃO	UNIÃO	Suplente	0
AMATURÁ	Deputado Federal	DIEGO ROBERTO AFONSO	UNIÃO	UNIÃO	Suplente	0
AMATURÁ	Deputado Federal	PABLO OLIVA SOUZA	UNIÃO	UNIÃO	Suplente	16
AMATURÁ	Deputado Federal	LEDA MARIA MAIA XAVIER	UNIÃO	UNIÃO	Suplente	0
