nm_municipio	ds_cargo	nm_candidato	sg_partido	ds_composicao_coligacao	ds_sit_tot_turno	qt_votos_nom_validos
JURUÁ	Deputado Federal	MARILENA MONICA PEREZ SAID	CIDADANIA	CIDADANIA / PSDB	Suplente	0
JURUÁ	Deputado Federal	RAYMISON MONTEIRO DE SOUZA	CIDADANIA	CIDADANIA / PSDB	Suplente	0
JURUÁ	Deputado Federal	ISRAEL ALEXANDRE MUNIZ PAULAIN	CIDADANIA	CIDADANIA / PSDB	Suplente	0
JURUÁ	Deputado Federal	CIMARA ALENCAR CAVALCANTE	DC	DC	Não eleito	0
JURUÁ	Deputado Federal	RENATO MENDONÇA DE ALENCAR	DC	DC	Não eleito	0
JURUÁ	Deputado Federal	CICERO JOSE DE LIMA ALENCAR	DC	DC	Não eleito	0
JURUÁ	Deputado Federal	JEFFERSON ALVES DE LIMA	DC	DC	Não eleito	0
JURUÁ	Deputado Federal	CELSO CORSINO DA SILVA	DC	DC	Não eleito	0
JURUÁ	Deputado Federal	JOÃO PAULO ANDRADE DE QUEIROZ	NOVO	NOVO	Não eleito	0
JURUÁ	Deputado Federal	MARILENE ALVES DE OLIVEIRA	PMN	PMN	Não eleito	0
JURUÁ	Deputado Federal	PETER SCHMIDT	PMN	PMN	Não eleito	0
JURUÁ	Deputado Federal	JOSE LUIZ VIANA BENEVIDES	PMN	PMN	Não eleito	0
JURUÁ	Deputado Federal	SEVERINO GERMANO DA SILVA	PMN	PMN	Não eleito	0
JURUÁ	Deputado Federal	TATIANE SANTOS DE OLIVEIRA	PMN	PMN	Não eleito	0
JURUÁ	Deputado Federal	MARIO FERNANDO NOGUEIRA CARDOSO	PMN	PMN	Não eleito	0
JURUÁ	Deputado Federal	ALEXANDER CHEREM DE MELLO	PMN	PMN	Não eleito	0
JURUÁ	Deputado Federal	PERICLES DE SOUZA ARAUJO	PMN	PMN	Não eleito	0
JURUÁ	Deputado Federal	ESTER LEMOS DOS SANTOS	PMN	PMN	Não eleito	0
JURUÁ	Deputado Federal	EDSON DO NASCIMENTO PEREIRA	AGIR	AGIR	Não eleito	0
JURUÁ	Deputado Federal	JONIA MUNIZ DA SILVA	AGIR	AGIR	Não eleito	0
JURUÁ	Deputado Federal	SILVIO JOSÉ CINTRA MAIA	AGIR	AGIR	Não eleito	0
JURUÁ	Deputado Federal	GILMAR DA SILVA RIBEIRO	AGIR	AGIR	Não eleito	0
JURUÁ	Deputado Federal	MARCOS OLIVEIRA GAZEL	AGIR	AGIR	Não eleito	0
JURUÁ	Deputado Federal	ANTÔNIO ERIVELTON FERNANDES DA SILVA	AGIR	AGIR	Não eleito	0
JURUÁ	Deputado Federal	FÁTIMA VITÓRIA DE JESUS SPENER XAVIER	AGIR	AGIR	Não eleito	0
JURUÁ	Deputado Federal	ALDAMIR DA COSTA SOUZA	PSB	PSB	Não eleito	0
JURUÁ	Deputado Federal	IÊDA SANTOS CARDOSO	PSB	PSB	Não eleito	0
JURUÁ	Deputado Federal	ROSIMEIRE DA CONCEICAO ANJOS	PV	PT / PV / PC do B	Não eleito	0
JURUÁ	Deputado Federal	JOSE ADALBERTO DA SILVA	PV	PT / PV / PC do B	Não eleito	1
JURUÁ	Deputado Federal	EMÍLIA FERRAZ DE CARVALHO	UNIÃO	UNIÃO	Suplente	0
JURUÁ	Deputado Federal	DIEGO ROBERTO AFONSO	UNIÃO	UNIÃO	Suplente	2
JURUÁ	Deputado Federal	PABLO OLIVA SOUZA	UNIÃO	UNIÃO	Suplente	259
JURUÁ	Deputado Federal	LEDA MARIA MAIA XAVIER	UNIÃO	UNIÃO	Suplente	0
JURUÁ	Deputado Federal	PAUDERNEY TOMAZ AVELINO	UNIÃO	UNIÃO	Suplente	107
JURUÁ	Deputado Federal	SAULLO VELAME VIANNA	UNIÃO	UNIÃO	Eleito por QP	183
JURUÁ	Deputado Federal	LOUISMAR DE MATOS BONATES	UNIÃO	UNIÃO	Suplente	57
JURUÁ	Deputado Federal	FAUSTO VIEIRA DOS SANTOS JÚNIOR	UNIÃO	UNIÃO	Eleito por média	346
JURUÁ	Deputado Federal	ANÁ CAMPOS GUIMARÃES	UNIÃO	UNIÃO	Suplente	1
JURUÁ	Deputado Federal	EMIDIO NIRO KOHASHI	PSDB	CIDADANIA / PSDB	Suplente	2
JURUÁ	Deputado Federal	ELEOMEA MARIA BARROSO VIEIRA	PSDB	CIDADANIA / PSDB	Suplente	1
JURUÁ	Deputado Federal	SUELANIA CRISTINA GONZAGA DE FIGUEIREDO	PSDB	CIDADANIA / PSDB	Suplente	0
JURUÁ	Deputado Federal	FRANCISCO VIRGILIO MELO DA SILVA	PSDB	CIDADANIA / PSDB	Suplente	0
JURUÁ	Deputado Federal	EVALCILENE COSTA DOS SANTOS	PSOL	REDE / PSOL	Não eleito	0
JURUÁ	Deputado Federal	JOSÉ LUIZ DA SILVA VASQUES	PSOL	REDE / PSOL	Não eleito	1
JURUÁ	Deputado Federal	WELTON YUDI ODA	PSOL	REDE / PSOL	Não eleito	2
JURUÁ	Deputado Federal	CARLOS CRISTIANO FELIX	PATRIOTA	PATRIOTA	Não eleito	0
JURUÁ	Deputado Federal	NOÉ MARTINS DA SILVA	PATRIOTA	PATRIOTA	Não eleito	0
JURUÁ	Deputado Federal	TANIA MARA FERREIRA DA COSTA	PATRIOTA	PATRIOTA	Não eleito	5
JURUÁ	Deputado Federal	TIAGO DO VALE FALCÃO	PATRIOTA	PATRIOTA	Não eleito	2
JURUÁ	Deputado Federal	SIRRAME MAQUINÉ DE SÁ	PATRIOTA	PATRIOTA	Não eleito	0
JURUÁ	Deputado Federal	DENNYSON RAMOS MOREIRA	PATRIOTA	PATRIOTA	Não eleito	0
JURUÁ	Deputado Federal	INALDO CRUZ PLACIDO	PATRIOTA	PATRIOTA	Não eleito	1
JURUÁ	Deputado Federal	FABIANA ZAPPIA DE AZEVEDO FROTA ARAGÃO	PATRIOTA	PATRIOTA	Não eleito	0
JURUÁ	Deputado Federal	TANIA MARIA MUSSA	PATRIOTA	PATRIOTA	Não eleito	0
JURUÁ	Deputado Federal	MARCELO RAMOS RODRIGUES	PSD	PSD	Suplente	1107
JURUÁ	Deputado Federal	ANDREIA MARA ANDRADE PESSOA	PSD	PSD	Suplente	2
JURUÁ	Deputado Federal	ATILA SIDNEY LINS DE ALBUQUERQUE	PSD	PSD	Eleito por QP	735
JURUÁ	Deputado Federal	GILVANDRO MOTA DA SILVA	PSD	PSD	Não eleito	0
JURUÁ	Deputado Federal	SIDNEY RICARDO DE OLIVEIRA LEITE	PSD	PSD	Eleito por média	213
JURUÁ	Deputado Federal	ORSINE RUFINO DE OLIVEIRA JUNIOR	PSD	PSD	Suplente	22
JURUÁ	Deputado Federal	CRISTIANE SOUZA DOS ANJOS	PSD	PSD	Suplente	0
JURUÁ	Deputado Federal	DÉBORA CRISTINA PEREIRA MAFRA	PSD	PSD	Suplente	3
JURUÁ	Deputado Federal	GIVANCIR DE OLIVEIRA SILVA	PSD	PSD	Não eleito	0
JURUÁ	Deputado Federal	VANESSA GRAZZIOTIN	PC do B	PT / PV / PC do B	Não eleito	13
JURUÁ	Deputado Federal	DELCINEI DE OLIVEIRA ALVES	PC do B	PT / PV / PC do B	Não eleito	0
JURUÁ	Deputado Federal	LISSANDRO BREVAL SANTIAGO	AVANTE	AVANTE	Não eleito	1
JURUÁ	Deputado Federal	LILIANE ARAUJO DE ALMEIDA	AVANTE	AVANTE	Não eleito	0
JURUÁ	Deputado Federal	CRISTINA LÚCIA FERREIRA PAIVA	AVANTE	AVANTE	Não eleito	0
JURUÁ	Deputado Federal	KATIANE GAMA FEITOZA	AVANTE	AVANTE	Não eleito	0
JURUÁ	Deputado Federal	MARCEL ALEXANDRE DA SILVA	AVANTE	AVANTE	Não eleito	15
JURUÁ	Deputado Federal	MARCELO AUGUSTO DA EIRA CORRÊA	AVANTE	AVANTE	Não eleito	5
JURUÁ	Deputado Federal	HISSA NAGIB ABRAHÃO FILHO	AVANTE	AVANTE	Não eleito	1
JURUÁ	Deputado Federal	DAVID VALENTE REIS	AVANTE	AVANTE	Não eleito	17
JURUÁ	Deputado Federal	MARCIO PAIXÃO RIBEIRO	AVANTE	AVANTE	Não eleito	0
JURUÁ	Deputado Federal	APPIO DA SILVA TOLENTINO	SOLIDARIEDADE	SOLIDARIEDADE	Não eleito	0
JURUÁ	Deputado Federal	ROSENILDO QUEIROZ DA SILVA	SOLIDARIEDADE	SOLIDARIEDADE	Não eleito	1
JURUÁ	Deputado Federal	KEYLLA MARIA DE OLIVEIRA MARINHO	SOLIDARIEDADE	SOLIDARIEDADE	Não eleito	0
JURUÁ	Deputado Federal	CLEIA FATIMA ASSUNÇÃO REBELO	SOLIDARIEDADE	SOLIDARIEDADE	Não eleito	0
JURUÁ	Deputado Federal	JOÃO FRANCISCO DE MIRANDA SOARES	SOLIDARIEDADE	SOLIDARIEDADE	Não eleito	1
JURUÁ	Deputado Federal	ANTÔNIO CARLOS SANTOS SILVA	PROS	PROS	Não eleito	0
JURUÁ	Deputado Federal	ELISON NUNES DE SOUZA	PROS	PROS	Não eleito	0
JURUÁ	Deputado Federal	DARLAM MELO DOS SANTOS	PROS	PROS	Não eleito	0
JURUÁ	Deputado Federal	LUCIANO DE FARIAS	PROS	PROS	Não eleito	0
JURUÁ	Deputado Federal	ADRIANA MOURA DE MENDONÇA	PROS	PROS	Não eleito	0
JUTAÍ	Deputado Federal	ADAIL JOSÉ FIGUEIREDO PINHEIRO	REPUBLICANOS	REPUBLICANOS	Eleito por média	1467
JUTAÍ	Deputado Federal	SILAS CÂMARA	REPUBLICANOS	REPUBLICANOS	Eleito por QP	1953
JUTAÍ	Deputado Federal	AUGUSTO CESAR PAULA DE ANDRADE	REPUBLICANOS	REPUBLICANOS	Suplente	10
JUTAÍ	Deputado Federal	EDSON CARLOS DE DEUS CASTILHO	REPUBLICANOS	REPUBLICANOS	Não eleito	0
JUTAÍ	Deputado Federal	RODRIGO GUEDES OLIVEIRA DE ARAUJO	REPUBLICANOS	REPUBLICANOS	Suplente	9
JUTAÍ	Deputado Federal	JOÃO CARLOS DOS SANTOS MELLO	REPUBLICANOS	REPUBLICANOS	Suplente	13
JUTAÍ	Deputado Federal	MARIA MIRTES SALES DE OLIVEIRA	REPUBLICANOS	REPUBLICANOS	Suplente	0
JUTAÍ	Deputado Federal	RAIMUNDA NONATA DE MELO MARTINS	REPUBLICANOS	REPUBLICANOS	Suplente	21
JUTAÍ	Deputado Federal	NICIA ANDREA MOTA MEDEIROS	REPUBLICANOS	REPUBLICANOS	Suplente	0
JUTAÍ	Deputado Federal	ALAN KARDECK PEREIRA AMAZONAS	PDT	PDT	Não eleito	1
JUTAÍ	Deputado Federal	PAULO HENRIQUE DA PAIXÃO E SILVA JUNIOR	PDT	PDT	Não eleito	5
JUTAÍ	Deputado Federal	WANESSA SIMÕES PACHECO	PDT	PDT	Não eleito	1
JUTAÍ	Deputado Federal	ISMAEL FRANKLIN GONÇALVES	PDT	PDT	Não eleito	0
JUTAÍ	Deputado Federal	MARIO RUBENS MACEDO VIANNA	PDT	PDT	Não eleito	3
JUTAÍ	Deputado Federal	CHRISTIANI MARIA MENDES BARROS	PDT	PDT	Não eleito	2
JUTAÍ	Deputado Federal	PEDRINHA LASMAR CRUZ	PDT	PDT	Não eleito	1
JUTAÍ	Deputado Federal	GELSON DO NASCIMENTO ALBUQUERQUE	PDT	PDT	Não eleito	5
JUTAÍ	Deputado Federal	ERNANDO FIGUEIRA SANTANA FILHO	PDT	PDT	Não eleito	2
JUTAÍ	Deputado Federal	JOSÉ RICARDO WENDLING	PT	PT / PV / PC do B	Não eleito	182
JUTAÍ	Deputado Federal	MARIA FRANCELIZIA DA SILVA	PT	PT / PV / PC do B	Não eleito	0
JUTAÍ	Deputado Federal	CÍCERO CUSTÓDIO DA SILVA	PT	PT / PV / PC do B	Não eleito	6
JUTAÍ	Deputado Federal	EDJANE RODRIGUES DA SILVA	PT	PT / PV / PC do B	Não eleito	33
JUTAÍ	Deputado Federal	LUIZ DE SOUZA BORGES NETO	PT	PT / PV / PC do B	Não eleito	146
JUTAÍ	Deputado Federal	HELADE MAUÉS GONÇALVES	PTB	PTB	Não eleito	0
JUTAÍ	Deputado Federal	ALCIDES CORDOVIL DE ASSIS	PTB	PTB	Não eleito	2
JUTAÍ	Deputado Federal	ANTONIO SIDNEY SILVA DA COSTA	PTB	PTB	Não eleito	0
JUTAÍ	Deputado Federal	NAZILDO DOS REIS OLIVEIRA	PTB	PTB	Não eleito	47
JUTAÍ	Deputado Federal	MARIA FLAVIANE CASTRO BRAGA	PTB	PTB	Não eleito	0
JUTAÍ	Deputado Federal	EDMILSON AGUIAR DE SOUZA	PTB	PTB	Não eleito	0
JUTAÍ	Deputado Federal	NELSON RAIMUNDO DE OLIVEIRA AZEDO	MDB	MDB	Não eleito	0
JUTAÍ	Deputado Federal	MÁRCIA AUXILIADORA CARDOSO BARANDA	MDB	MDB	Não eleito	0
JUTAÍ	Deputado Federal	ELI COSTA DE SOUZA	MDB	MDB	Não eleito	9
JUTAÍ	Deputado Federal	VIVIANE PEREIRA DA SILVA LAGO LIMA	MDB	MDB	Não eleito	9
JUTAÍ	Deputado Federal	ANTÔNIA SOCORRO DANTAS DA SILVA	MDB	MDB	Não eleito	0
JUTAÍ	Deputado Federal	FRANCIDALVA DE MORAIS MACHADO	MDB	MDB	Não eleito	14
JUTAÍ	Deputado Federal	MARIA ELIZABETH DOS SANTOS OLIVEIRA	MDB	MDB	Não eleito	2
JUTAÍ	Deputado Federal	CÉSAR AUGUSTO OLIVEIRA DA FONSECA	MDB	MDB	Não eleito	0
JUTAÍ	Deputado Federal	GINA MARIA REIS GONZALEZ	MDB	MDB	Não eleito	0
JUTAÍ	Deputado Federal	GEORGE GOMES DE OLIVEIRA	REDE	REDE / PSOL	Não eleito	0
JUTAÍ	Deputado Federal	BRUNO FARIAS DA LUZ	REDE	REDE / PSOL	Não eleito	0
JUTAÍ	Deputado Federal	VANDERLECIA ORTEGA DOS SANTOS	REDE	REDE / PSOL	Não eleito	241
JUTAÍ	Deputado Federal	JEFFERSON PRAIA BEZERRA	REDE	REDE / PSOL	Não eleito	0
JUTAÍ	Deputado Federal	ELISANGELA DE OLIVEIRA BRUNNO	REDE	REDE / PSOL	Não eleito	0
JUTAÍ	Deputado Federal	JERSON ARANHA DE OLIVEIRA JUNIOR	REDE	REDE / PSOL	Não eleito	0
JUTAÍ	Deputado Federal	MARIA PEREIRA DANTAS	PODE	PODE	Não eleito	0
JUTAÍ	Deputado Federal	SÓSTENES ADIEL PEREIRA BATISTA	PSC	PSC	Não eleito	4
JUTAÍ	Deputado Federal	JOÃO BATISTA DA COSTA PAULA	PSC	PSC	Não eleito	0
JUTAÍ	Deputado Federal	ADEMIR ROCHA DOS SANTOS	PSC	PSC	Não eleito	1
JUTAÍ	Deputado Federal	CASTOR SEGUNDO DE MEDEIROS REGALADO REGIS	PSC	PSC	Não eleito	0
JUTAÍ	Deputado Federal	GELMA MARIA SANTOS SILVA	PSC	PSC	Não eleito	1
JUTAÍ	Deputado Federal	JUCELINO VIEIRA DO NASCIMENTO	PSC	PSC	Não eleito	0
JUTAÍ	Deputado Federal	ALUIZIO BARBOSA DE SOUZA	PSC	PSC	Não eleito	0
JUTAÍ	Deputado Federal	IZABEL SANTARÉM BARROSO	PSC	PSC	Não eleito	1
JUTAÍ	Deputado Federal	CIRLEY MENDONÇA BOTÊLHO	PSC	PSC	Não eleito	0
JUTAÍ	Deputado Federal	JOELE SILVA DA CRUZ	PL	PL	Suplente	4
JUTAÍ	Deputado Federal	ALBERTO BARROS CAVALCANTE NETO	PL	PL	Eleito por média	217
JUTAÍ	Deputado Federal	JOSE NILMAR ALVES DE OLIVEIRA	PL	PL	Suplente	1
JUTAÍ	Deputado Federal	ALFREDO PEREIRA DO NASCIMENTO	PL	PL	Suplente	53
JUTAÍ	Deputado Federal	RAFAEL AMARAL DA COSTA E SILVA	PL	PL	Suplente	8
JUTAÍ	Deputado Federal	RODRIGO DE SÁ BARBOSA	PL	PL	Suplente	4
JUTAÍ	Deputado Federal	MARIA JOSEFA DE ASSIS ALVES	PL	PL	Suplente	3
JUTAÍ	Deputado Federal	VANILDA DE OLIVEIRA GUIMARÃES	PL	PL	Suplente	1
JUTAÍ	Deputado Federal	ALFREDO JACAUNA PINHEIRO FILHO	PL	PL	Suplente	9
JUTAÍ	Deputado Federal	JOSETE COSTA DOS SANTOS	CIDADANIA	CIDADANIA / PSDB	Suplente	0
JUTAÍ	Deputado Federal	AMOM MANDEL LINS FILHO	CIDADANIA	CIDADANIA / PSDB	Eleito por QP	51
JUTAÍ	Deputado Federal	MARILENA MONICA PEREZ SAID	CIDADANIA	CIDADANIA / PSDB	Suplente	0
JUTAÍ	Deputado Federal	RAYMISON MONTEIRO DE SOUZA	CIDADANIA	CIDADANIA / PSDB	Suplente	4
JUTAÍ	Deputado Federal	ISRAEL ALEXANDRE MUNIZ PAULAIN	CIDADANIA	CIDADANIA / PSDB	Suplente	1
JUTAÍ	Deputado Federal	CIMARA ALENCAR CAVALCANTE	DC	DC	Não eleito	0
JUTAÍ	Deputado Federal	RENATO MENDONÇA DE ALENCAR	DC	DC	Não eleito	0
JUTAÍ	Deputado Federal	CICERO JOSE DE LIMA ALENCAR	DC	DC	Não eleito	0
JUTAÍ	Deputado Federal	JEFFERSON ALVES DE LIMA	DC	DC	Não eleito	0
JUTAÍ	Deputado Federal	CELSO CORSINO DA SILVA	DC	DC	Não eleito	0
JUTAÍ	Deputado Federal	JOÃO PAULO ANDRADE DE QUEIROZ	NOVO	NOVO	Não eleito	0
JUTAÍ	Deputado Federal	MARILENE ALVES DE OLIVEIRA	PMN	PMN	Não eleito	0
JUTAÍ	Deputado Federal	PETER SCHMIDT	PMN	PMN	Não eleito	0
JUTAÍ	Deputado Federal	JOSE LUIZ VIANA BENEVIDES	PMN	PMN	Não eleito	0
JUTAÍ	Deputado Federal	SEVERINO GERMANO DA SILVA	PMN	PMN	Não eleito	2
JUTAÍ	Deputado Federal	TATIANE SANTOS DE OLIVEIRA	PMN	PMN	Não eleito	0
JUTAÍ	Deputado Federal	MARIO FERNANDO NOGUEIRA CARDOSO	PMN	PMN	Não eleito	0
JUTAÍ	Deputado Federal	ALEXANDER CHEREM DE MELLO	PMN	PMN	Não eleito	0
JUTAÍ	Deputado Federal	PERICLES DE SOUZA ARAUJO	PMN	PMN	Não eleito	0
JUTAÍ	Deputado Federal	ESTER LEMOS DOS SANTOS	PMN	PMN	Não eleito	0
JUTAÍ	Deputado Federal	EDSON DO NASCIMENTO PEREIRA	AGIR	AGIR	Não eleito	19
JUTAÍ	Deputado Federal	JONIA MUNIZ DA SILVA	AGIR	AGIR	Não eleito	0
JUTAÍ	Deputado Federal	SILVIO JOSÉ CINTRA MAIA	AGIR	AGIR	Não eleito	0
JUTAÍ	Deputado Federal	GILMAR DA SILVA RIBEIRO	AGIR	AGIR	Não eleito	0
JUTAÍ	Deputado Federal	MARCOS OLIVEIRA GAZEL	AGIR	AGIR	Não eleito	0
JUTAÍ	Deputado Federal	ANTÔNIO ERIVELTON FERNANDES DA SILVA	AGIR	AGIR	Não eleito	0
JUTAÍ	Deputado Federal	FÁTIMA VITÓRIA DE JESUS SPENER XAVIER	AGIR	AGIR	Não eleito	0
JUTAÍ	Deputado Federal	ALDAMIR DA COSTA SOUZA	PSB	PSB	Não eleito	2
JUTAÍ	Deputado Federal	IÊDA SANTOS CARDOSO	PSB	PSB	Não eleito	1
JUTAÍ	Deputado Federal	ROSIMEIRE DA CONCEICAO ANJOS	PV	PT / PV / PC do B	Não eleito	3
JUTAÍ	Deputado Federal	JOSE ADALBERTO DA SILVA	PV	PT / PV / PC do B	Não eleito	7
JUTAÍ	Deputado Federal	EMÍLIA FERRAZ DE CARVALHO	UNIÃO	UNIÃO	Suplente	12
JUTAÍ	Deputado Federal	DIEGO ROBERTO AFONSO	UNIÃO	UNIÃO	Suplente	11
JUTAÍ	Deputado Federal	PABLO OLIVA SOUZA	UNIÃO	UNIÃO	Suplente	111
JUTAÍ	Deputado Federal	LEDA MARIA MAIA XAVIER	UNIÃO	UNIÃO	Suplente	0
JUTAÍ	Deputado Federal	PAUDERNEY TOMAZ AVELINO	UNIÃO	UNIÃO	Suplente	59
JUTAÍ	Deputado Federal	SAULLO VELAME VIANNA	UNIÃO	UNIÃO	Eleito por QP	194
JUTAÍ	Deputado Federal	LOUISMAR DE MATOS BONATES	UNIÃO	UNIÃO	Suplente	28
JUTAÍ	Deputado Federal	FAUSTO VIEIRA DOS SANTOS JÚNIOR	UNIÃO	UNIÃO	Eleito por média	467
JUTAÍ	Deputado Federal	ANÁ CAMPOS GUIMARÃES	UNIÃO	UNIÃO	Suplente	0
JUTAÍ	Deputado Federal	EMIDIO NIRO KOHASHI	PSDB	CIDADANIA / PSDB	Suplente	5
JUTAÍ	Deputado Federal	ELEOMEA MARIA BARROSO VIEIRA	PSDB	CIDADANIA / PSDB	Suplente	0
JUTAÍ	Deputado Federal	SUELANIA CRISTINA GONZAGA DE FIGUEIREDO	PSDB	CIDADANIA / PSDB	Suplente	1
JUTAÍ	Deputado Federal	FRANCISCO VIRGILIO MELO DA SILVA	PSDB	CIDADANIA / PSDB	Suplente	1
JUTAÍ	Deputado Federal	EVALCILENE COSTA DOS SANTOS	PSOL	REDE / PSOL	Não eleito	0
JUTAÍ	Deputado Federal	JOSÉ LUIZ DA SILVA VASQUES	PSOL	REDE / PSOL	Não eleito	0
JUTAÍ	Deputado Federal	WELTON YUDI ODA	PSOL	REDE / PSOL	Não eleito	2
JUTAÍ	Deputado Federal	CARLOS CRISTIANO FELIX	PATRIOTA	PATRIOTA	Não eleito	1
JUTAÍ	Deputado Federal	NOÉ MARTINS DA SILVA	PATRIOTA	PATRIOTA	Não eleito	0
JUTAÍ	Deputado Federal	TANIA MARA FERREIRA DA COSTA	PATRIOTA	PATRIOTA	Não eleito	11
JUTAÍ	Deputado Federal	TIAGO DO VALE FALCÃO	PATRIOTA	PATRIOTA	Não eleito	33
JUTAÍ	Deputado Federal	SIRRAME MAQUINÉ DE SÁ	PATRIOTA	PATRIOTA	Não eleito	2
JUTAÍ	Deputado Federal	DENNYSON RAMOS MOREIRA	PATRIOTA	PATRIOTA	Não eleito	1
JUTAÍ	Deputado Federal	INALDO CRUZ PLACIDO	PATRIOTA	PATRIOTA	Não eleito	24
JUTAÍ	Deputado Federal	FABIANA ZAPPIA DE AZEVEDO FROTA ARAGÃO	PATRIOTA	PATRIOTA	Não eleito	0
JUTAÍ	Deputado Federal	TANIA MARIA MUSSA	PATRIOTA	PATRIOTA	Não eleito	0
JUTAÍ	Deputado Federal	MARCELO RAMOS RODRIGUES	PSD	PSD	Suplente	90
JUTAÍ	Deputado Federal	ANDREIA MARA ANDRADE PESSOA	PSD	PSD	Suplente	1
JUTAÍ	Deputado Federal	ATILA SIDNEY LINS DE ALBUQUERQUE	PSD	PSD	Eleito por QP	2389
JUTAÍ	Deputado Federal	GILVANDRO MOTA DA SILVA	PSD	PSD	Não eleito	0
JUTAÍ	Deputado Federal	SIDNEY RICARDO DE OLIVEIRA LEITE	PSD	PSD	Eleito por média	47
JUTAÍ	Deputado Federal	ORSINE RUFINO DE OLIVEIRA JUNIOR	PSD	PSD	Suplente	6
JUTAÍ	Deputado Federal	CRISTIANE SOUZA DOS ANJOS	PSD	PSD	Suplente	0
JUTAÍ	Deputado Federal	DÉBORA CRISTINA PEREIRA MAFRA	PSD	PSD	Suplente	3
JUTAÍ	Deputado Federal	GIVANCIR DE OLIVEIRA SILVA	PSD	PSD	Não eleito	0
JUTAÍ	Deputado Federal	VANESSA GRAZZIOTIN	PC do B	PT / PV / PC do B	Não eleito	247
JUTAÍ	Deputado Federal	DELCINEI DE OLIVEIRA ALVES	PC do B	PT / PV / PC do B	Não eleito	0
JUTAÍ	Deputado Federal	LISSANDRO BREVAL SANTIAGO	AVANTE	AVANTE	Não eleito	18
JUTAÍ	Deputado Federal	LILIANE ARAUJO DE ALMEIDA	AVANTE	AVANTE	Não eleito	1
JUTAÍ	Deputado Federal	CRISTINA LÚCIA FERREIRA PAIVA	AVANTE	AVANTE	Não eleito	17
JUTAÍ	Deputado Federal	KATIANE GAMA FEITOZA	AVANTE	AVANTE	Não eleito	0
JUTAÍ	Deputado Federal	MARCEL ALEXANDRE DA SILVA	AVANTE	AVANTE	Não eleito	51
JUTAÍ	Deputado Federal	MARCELO AUGUSTO DA EIRA CORRÊA	AVANTE	AVANTE	Não eleito	87
JUTAÍ	Deputado Federal	HISSA NAGIB ABRAHÃO FILHO	AVANTE	AVANTE	Não eleito	1
JUTAÍ	Deputado Federal	DAVID VALENTE REIS	AVANTE	AVANTE	Não eleito	25
JUTAÍ	Deputado Federal	MARCIO PAIXÃO RIBEIRO	AVANTE	AVANTE	Não eleito	0
JUTAÍ	Deputado Federal	APPIO DA SILVA TOLENTINO	SOLIDARIEDADE	SOLIDARIEDADE	Não eleito	1
JUTAÍ	Deputado Federal	ROSENILDO QUEIROZ DA SILVA	SOLIDARIEDADE	SOLIDARIEDADE	Não eleito	3
JUTAÍ	Deputado Federal	KEYLLA MARIA DE OLIVEIRA MARINHO	SOLIDARIEDADE	SOLIDARIEDADE	Não eleito	0
JUTAÍ	Deputado Federal	CLEIA FATIMA ASSUNÇÃO REBELO	SOLIDARIEDADE	SOLIDARIEDADE	Não eleito	1
JUTAÍ	Deputado Federal	JOÃO FRANCISCO DE MIRANDA SOARES	SOLIDARIEDADE	SOLIDARIEDADE	Não eleito	1
JUTAÍ	Deputado Federal	ANTÔNIO CARLOS SANTOS SILVA	PROS	PROS	Não eleito	0
JUTAÍ	Deputado Federal	ELISON NUNES DE SOUZA	PROS	PROS	Não eleito	4
JUTAÍ	Deputado Federal	DARLAM MELO DOS SANTOS	PROS	PROS	Não eleito	1
JUTAÍ	Deputado Federal	LUCIANO DE FARIAS	PROS	PROS	Não eleito	0
JUTAÍ	Deputado Federal	ADRIANA MOURA DE MENDONÇA	PROS	PROS	Não eleito	0
LÁBREA	Deputado Federal	ADAIL JOSÉ FIGUEIREDO PINHEIRO	REPUBLICANOS	REPUBLICANOS	Eleito por média	1078
LÁBREA	Deputado Federal	SILAS CÂMARA	REPUBLICANOS	REPUBLICANOS	Eleito por QP	1580
LÁBREA	Deputado Federal	AUGUSTO CESAR PAULA DE ANDRADE	REPUBLICANOS	REPUBLICANOS	Suplente	3
LÁBREA	Deputado Federal	EDSON CARLOS DE DEUS CASTILHO	REPUBLICANOS	REPUBLICANOS	Não eleito	0
LÁBREA	Deputado Federal	RODRIGO GUEDES OLIVEIRA DE ARAUJO	REPUBLICANOS	REPUBLICANOS	Suplente	3
LÁBREA	Deputado Federal	JOÃO CARLOS DOS SANTOS MELLO	REPUBLICANOS	REPUBLICANOS	Suplente	118
LÁBREA	Deputado Federal	MARIA MIRTES SALES DE OLIVEIRA	REPUBLICANOS	REPUBLICANOS	Suplente	17
LÁBREA	Deputado Federal	RAIMUNDA NONATA DE MELO MARTINS	REPUBLICANOS	REPUBLICANOS	Suplente	336
LÁBREA	Deputado Federal	NICIA ANDREA MOTA MEDEIROS	REPUBLICANOS	REPUBLICANOS	Suplente	0
LÁBREA	Deputado Federal	ALAN KARDECK PEREIRA AMAZONAS	PDT	PDT	Não eleito	1
LÁBREA	Deputado Federal	PAULO HENRIQUE DA PAIXÃO E SILVA JUNIOR	PDT	PDT	Não eleito	2
LÁBREA	Deputado Federal	WANESSA SIMÕES PACHECO	PDT	PDT	Não eleito	2
LÁBREA	Deputado Federal	ISMAEL FRANKLIN GONÇALVES	PDT	PDT	Não eleito	0
